,t_tweets_today,t_retweets_today,t_replies_today,t_likes_today,t_quotes_today,t_unique_tweeters_today,t_unique_verified_tweeters_today,t_followers_today,t_sent_str_pos_today,t_sent_weak_pos_today,t_sent_neutral_today,t_sent_weak_neg_today,t_sent_str_neg_today,t_tweets_ytd,t_retweets_ytd,t_replies_ytd,t_likes_ytd,t_quotes_ytd,t_unique_tweeters_ytd,t_unique_verified_tweeters_ytd,t_followers_ytd,t_sent_str_pos_ytd,t_sent_weak_pos_ytd,t_sent_neutral_ytd,t_sent_weak_neg_ytd,t_sent_str_neg_ytd,t_tweets_%_change_day,t_retweets_%_change_day,t_replies_%_change_day,t_likes_%_change_day,t_quotes_%_change_day,t_unique_tweeters_%_change_day,t_unique_verified_tweeters_%_change_day,t_followers_%_change_day,t_sent_str_pos_%_change_day,t_sent_weak_pos_%_change_day,t_sent_neutral_%_change_day,t_sent_weak_neg_%_change_day,t_sent_str_neg_%_change_day,one_day_volume_today,one_day_volume_ytd,one_day_volume_%_change_day,one_day_change_today,one_day_change_ytd,one_day_change_%_change_day,one_day_sales_today,one_day_sales_ytd,one_day_sales_%_change_day,one_day_average_price_today,one_day_average_price_ytd,one_day_average_price_%_change_day,seven_day_volume_today,seven_day_volume_ytd,seven_day_volume_%_change_day,seven_day_change_today,seven_day_change_ytd,seven_day_change_%_change_day,seven_day_sales_today,seven_day_sales_ytd,seven_day_sales_%_change_day,seven_day_average_price_today,seven_day_average_price_ytd,seven_day_average_price_%_change_day,thirty_day_volume_today,thirty_day_volume_ytd,thirty_day_volume_%_change_day,thirty_day_change_today,thirty_day_change_ytd,thirty_day_change_%_change_day,thirty_day_sales_today,thirty_day_sales_ytd,thirty_day_sales_%_change_day,thirty_day_average_price_today,thirty_day_average_price_ytd,thirty_day_average_price_%_change_day,total_volume_today,total_volume_ytd,total_volume_%_change_day,total_sales_today,total_sales_ytd,total_sales_%_change_day,total_supply_today,total_supply_ytd,total_supply_%_change_day,count_today,count_ytd,count_%_change_day,num_owners_today,num_owners_ytd,num_owners_%_change_day,average_price_today,average_price_ytd,average_price_%_change_day,num_reports_today,num_reports_ytd,num_reports_%_change_day,market_cap_today,market_cap_ytd,market_cap_%_change_day,floor_price_today,floor_price_ytd,floor_price_%_change_day,next_day_average_price,g_nft_today,g_nft_ytd,g_nft_%_change_day,g_ethereum_today,g_ethereum_ytd,g_ethereum_%_change_day,g_recession_today,g_recession_ytd,g_recession_%_change_day,g_bitcoin_today,g_bitcoin_ytd,g_bitcoin_%_change_day,g_gold_today,g_gold_ytd,g_gold_%_change_day,g_fixed deposit_today,g_fixed deposit_ytd,g_fixed deposit_%_change_day,g_opensea_today,g_opensea_ytd,g_opensea_%_change_day,one_day_volume,one_day_change,one_day_sales,one_day_average_price,seven_day_volume,seven_day_change,seven_day_sales,seven_day_average_price,thirty_day_volume,thirty_day_change,thirty_day_sales,thirty_day_average_price,total_volume,total_sales,total_supply,count,num_owners,average_price,num_reports,market_cap,floor_price
mutant-ape-yacht-club_2022-08-11,143,64,54,508,28,43,0,558281,2,40,93,7,1,194,26,33,310,39,42,0,405681,7,46,129,10,2,142.0,63.0,53.0,507.0,27.0,42.0,0.0,558280.0,1.0,39.0,92.0,6.0,0.0,392.56583124,609.702345155148,-0.35613527755071095,-0.3993316575327102,2.332763073300069,-1.1711839758196236,23.0,36.0,-0.3611111111111111,17.068079619130437,16.936176254309668,0.007788261224974189,2402.225827295148,2214.046646055148,0.08499332278083944,0.5105129408954167,0.0950346103547575,4.371863355778571,143.0,132.0,0.08333333333333333,16.79878200905698,16.77308065193294,0.0015322979515439638,9328.98189829514,9449.828377055142,-0.01278821941924641,-0.5164915348731983,-0.513306221508765,0.006205483648864936,507.0,508.0,-0.001968503937007874,18.400358773757677,18.602024364281775,-0.010841056143938864,440301.6939767918,439845.52506356296,0.0010371116385983986,33913.0,33885.0,0.0008263243323004279,19425.0,19425.0,0.0,19425.0,19425.0,0.0,12960,12956,0.00030873726458783575,12.983271724022996,12.980537850481422,0.0002106132714271843,1,1,0.0,326316.34052593185,325817.0916637973,0.0015322979515442002,15.85,16.29,-0.027010435850214825,18.22155625,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,609.702345155148,2.332763073300069,36.0,16.936176254309668,2214.046646055148,0.0950346103547575,132.0,16.77308065193294,9449.828377055142,-0.513306221508765,508.0,18.602024364281775,439845.52506356296,33885.0,19425.0,19425.0,12956,12.980537850481422,1,325817.0916637973,16.29
10ktf-stockroom_2022-08-11,5,1,1,1,0,3,0,8170,0,4,1,0,0,1,0,1,0,0,1,0,1329,1,0,0,0,0,4.0,1.0,0.0,1.0,0.0,2.0,0.0,8169.0,-1.0,1.0,1.0,0.0,0.0,39.5554,25.41607000000001,0.5563145679092002,0.8469254873139842,-0.1061160681313808,-8.981123897894689,34.0,58.0,-0.41379310344827586,1.1633941176470588,0.438208103448276,1.654889557021577,274.928009049,260.91032904900004,0.053726044695483886,0.0736764604311813,0.1228951242595655,-0.4004932183023794,473.0,483.0,-0.020703933747412008,0.5812431480951373,0.5401870166645963,0.07600355092583215,759.0418943489974,719.2479943489975,0.055327092063729655,0.8888644275066516,0.5950055482907742,0.4938758639478619,1321.0,1285.0,0.02801556420233463,0.5745964378115045,0.5597260656412432,0.02656723187122842,7795.7449008444,7752.656000844399,0.005557953299528254,18793.0,18751.0,0.002239880539704549,15.0,15.0,0.0,15.0,15.0,0.0,4534,4536,-0.0004409171075837742,0.4148217368618315,0.4134529358884539,0.0033106572830018436,3,3,0.0,8.71864722142706,8.102805249968945,0.07600355092583222,0.135,0.135,0.0,0.3597219511707317,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,25.41607000000001,-0.1061160681313808,58.0,0.438208103448276,260.91032904900004,0.1228951242595655,483.0,0.5401870166645963,719.2479943489975,0.5950055482907742,1285.0,0.5597260656412432,7752.656000844399,18751.0,15.0,15.0,4536,0.4134529358884539,3,8.102805249968945,0.135
cryptodickbutts-s3_2022-08-11,1,0,0,2,0,1,0,757,0,0,0,1,0,2,0,1,1,0,2,0,3494,0,0,0,0,2,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,756.0,0.0,0.0,0.0,1.0,-1.0,110.99449999999996,59.86300689999999,0.8541417437552737,1.3863109998162684,-0.49755245889764,-3.786260976154617,32.0,16.0,1.0,3.468578124999999,3.7414379312499992,-0.07292912812236303,1409.5174768536042,1360.7526768536047,0.035836637200490906,5.016881169357816,4.342650282719011,0.15525792839497488,375.0,368.0,0.019021739130434784,3.758713271609611,3.697697491450013,0.016501019972748335,2389.9152395983624,2281.9442395983624,0.04731535421698281,6.321614619623283,6.0487887925435295,0.04510420787316486,785.0,759.0,0.034255599472990776,3.0444780122272133,3.0065141496684618,0.012627202357566788,9582.245694040072,9465.58850704007,0.012324345909737829,9610.0,9576.0,0.0035505430242272346,5200.0,5200.0,0.0,5200.0,5200.0,0.0,1748,1760,-0.006818181818181818,0.9971119348636912,0.9884699777610768,0.008742761335239302,1,1,0.0,19545.309012369977,19228.026955540063,0.016501019972748544,3.2013,2.825,0.1332035398230087,3.600227272727273,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,59.86300689999999,-0.49755245889764,16.0,3.7414379312499992,1360.7526768536047,4.342650282719011,368.0,3.697697491450013,2281.9442395983624,6.0487887925435295,759.0,3.0065141496684618,9465.58850704007,9576.0,5200.0,5200.0,1760,0.9884699777610768,1,19228.026955540063,2.825
super-cool-world_2022-08-11,20,12,4,63,3,14,1,78230,18,0,1,0,1,33,42,14,168,7,20,0,84154,28,0,2,1,2,19.0,11.0,3.0,62.0,2.0,13.0,1.0,78229.0,17.0,0.0,0.0,-1.0,0.0,29.621809999999996,27.127700000000004,0.09193960416843269,-0.4326583427166268,-0.2943965707835124,0.4696446414614885,24.0,29.0,-0.1724137931034483,1.234242083333333,0.9354379310344828,0.3194270217035228,339.41257399999967,369.2484308999998,-0.08080158073327141,-0.754998341491208,-0.7225071579909491,0.044970050664419774,244.0,267.0,-0.08614232209737828,1.3910351393442608,1.3829529247191004,0.005844171902526676,4940.625616523532,4882.047916523535,0.011998591779842624,0.0,0.0,0.0,5495.0,5452.0,0.00788701393983859,0.8991129420424989,0.8954599993623504,0.004079403527516266,4940.625616523532,4882.047916523535,0.011998591779842624,5495.0,5452.0,0.00788701393983859,5080.0,5080.0,0.0,5080.0,5080.0,0.0,1424,1442,-0.012482662968099861,0.8991129420424989,0.8954599993623504,0.004079403527516266,9,9,0.0,7066.458507868845,7025.4008575730295,0.005844171902526748,0.84,0.8,0.049999999999999906,0.8632455091836742,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,27.127700000000004,-0.2943965707835124,29.0,0.9354379310344828,369.2484308999998,-0.7225071579909491,267.0,1.3829529247191004,4882.047916523535,0.0,5452.0,0.8954599993623504,4882.047916523535,5452.0,5080.0,5080.0,1442,0.8954599993623504,9,7025.4008575730295,0.8
moodiesbyhanuka_2022-08-11,24,1,0,18,2,13,0,305495,3,5,16,0,0,82,2517,1793,2202,18,31,1,589105,5,31,27,11,8,23.0,0.0,-1.0,17.0,1.0,12.0,-1.0,305494.0,2.0,4.0,15.0,-1.0,-1.0,86.38532647999905,665.7040855466847,-0.8702346457599726,-0.8289027574840503,0.0,1.0,551.0,4500.0,-0.8775555555555555,0.1567791769146988,0.1479342412325966,0.059789644428535904,805.1027233065691,670.9540855466846,0.19993713526698623,0.0,0.0,0.0,5309.0,4501.0,0.17951566318595868,0.1516486576203746,0.1490677817255464,0.01731343865826037,805.1027233065691,670.9540855466846,0.19993713526698623,0.0,0.0,0.0,5309.0,4501.0,0.17951566318595868,0.1516486576203746,0.1490677817255464,0.01731343865826037,805.1027233065691,670.9540855466846,0.19993713526698623,5309.0,4501.0,0.17951566318595868,7401.0,7401.0,0.0,7401.0,7401.0,0.0,3137,3420,-0.0827485380116959,0.1516486576203746,0.1490677817255464,0.01731343865826037,1,1,0.0,1122.3517150483929,1103.2506525507692,0.017313438658260506,0.129,0.202,-0.36138613861386143,0.1389239969602208,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,665.7040855466847,0.0,4500.0,0.1479342412325966,670.9540855466846,0.0,4501.0,0.1490677817255464,670.9540855466846,0.0,4501.0,0.1490677817255464,670.9540855466846,4501.0,7401.0,7401.0,3420,0.1490677817255464,1,1103.2506525507692,0.202
boonmirds_2022-08-11,28,0,2,11,0,17,0,18528,0,2,24,2,0,35,3,5,55,5,26,0,30426,6,1,25,3,0,27.0,-1.0,1.0,10.0,-1.0,16.0,0.0,18527.0,-1.0,1.0,23.0,1.0,0.0,0.3404699000000001,1.4373799999999983,-0.7631316005510023,-0.6545486921406684,-0.2494716274796712,1.6237400170646894,95.0,180.0,-0.4722222222222222,0.0035838936842105,0.0079854444444444,-0.5511967168334792,570.3087073253998,569.798637425399,0.0008951757103274097,0.0,0.0,0.0,14947.0,14841.0,0.007142375850683916,0.0381553962216765,0.0383935474311299,-0.006202896720616897,570.3087073253998,569.798637425399,0.0008951757103274097,0.0,0.0,0.0,14947.0,14841.0,0.007142375850683916,0.0381553962216765,0.0383935474311299,-0.006202896720616897,570.3087073253998,569.798637425399,0.0008951757103274097,14947.0,14841.0,0.007142375850683916,10000.0,10000.0,0.0,10000.0,10000.0,0.0,2583,2576,0.002717391304347826,0.0381553962216765,0.0383935474311299,-0.006202896720616897,1,1,0.0,381.5539622167658,383.9354743112991,-0.006202896720614997,0.0027,0.0048,-0.43749999999999994,0.0027499315068493,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,1.4373799999999983,-0.2494716274796712,180.0,0.0079854444444444,569.798637425399,0.0,14841.0,0.0383935474311299,569.798637425399,0.0,14841.0,0.0383935474311299,569.798637425399,14841.0,10000.0,10000.0,2576,0.0383935474311299,1,383.9354743112991,0.0048
webaverse-genesis-pass_2022-08-11,85,19,45,175,9,40,0,454716,18,29,32,5,1,178,33,46,275,23,56,0,542411,23,61,76,11,7,84.0,18.0,44.0,174.0,8.0,39.0,0.0,454715.0,17.0,28.0,31.0,4.0,0.0,147.13168989000002,445.7453219382578,-0.6699198339306859,-0.6220518005471612,0.8924027765599886,-1.6970527399578816,327.0,660.0,-0.5045454545454545,0.4499440057798166,0.6753716999064512,-0.33378315105276046,3202.6232426723464,2934.092953082368,0.09152071658393715,0.0,0.0,0.0,6106.0,5543.0,0.10156954717661916,0.5245042978500404,0.5293330241894945,-0.009122284306458573,3202.6232426723464,2934.092953082368,0.09152071658393715,0.0,0.0,0.0,6106.0,5543.0,0.10156954717661916,0.5245042978500404,0.5293330241894945,-0.009122284306458573,3202.6232426723464,2934.092953082368,0.09152071658393715,6106.0,5543.0,0.10156954717661916,18822.0,12130.0,0.5516900247320693,18822.0,12130.0,0.5516900247320693,4043,3182,0.2705845380263985,0.5245042978500404,0.5293330241894945,-0.009122284306458573,2,2,0.0,9872.21989413346,6420.809583418568,0.5375350671709674,0.39,0.588,-0.33673469387755095,0.3801435232067086,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,445.7453219382578,0.8924027765599886,660.0,0.6753716999064512,2934.092953082368,0.0,5543.0,0.5293330241894945,2934.092953082368,0.0,5543.0,0.5293330241894945,2934.092953082368,5543.0,12130.0,12130.0,3182,0.5293330241894945,2,6420.809583418568,0.588
mirage-gallery-curated_2022-08-11,6,4,1,28,2,6,0,7278,2,2,2,0,0,10,11,5,42,1,10,0,35727,4,0,5,1,0,5.0,3.0,0.0,27.0,1.0,5.0,0.0,7277.0,1.0,1.0,1.0,-1.0,0.0,16.966299999999997,15.65159,0.0839984947216223,0.2382075502178335,1.5195734063103676,-0.8432405112983529,25.0,50.0,-0.5,0.6786519999999999,0.3130318,1.1679969894432447,129.00355701388892,572.1289885206876,-0.7745201526190029,-0.7241417974233011,253.84587461945995,-1.0028526829459365,274.0,897.0,-0.6945373467112598,0.4708159015105435,0.6378249593318702,-0.26184152153009327,599.7133055345765,577.0392885206876,0.039293714422837,1368.239721305456,1486.2529923984837,-0.07940321849416793,948.0,917.0,0.03380588876772083,0.6326089720828867,0.6292685807204881,0.0053083714406557386,602.7430455345765,580.0190285206876,0.03917805433357157,1004.0,972.0,0.03292181069958848,3017.0,2993.0,0.008018710324089542,3017.0,2993.0,0.008018710324089542,797,794,0.003778337531486146,0.6003416788192992,0.5967273955974152,0.006056841446445765,1,1,0.0,1420.45157485731,1909.0101032802877,-0.2559224425179722,0.06,0.06,0.0,0.2513272727272727,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,15.65159,1.5195734063103676,50.0,0.3130318,572.1289885206876,253.84587461945995,897.0,0.6378249593318702,577.0392885206876,1486.2529923984837,917.0,0.6292685807204881,580.0190285206876,972.0,2993.0,2993.0,794,0.5967273955974152,1,1909.0101032802877,0.06
8liens_2022-08-11,364,4986,3588,6201,67,212,2,1519345,78,70,194,15,7,884,1051,905,4844,149,373,3,2367963,125,247,411,79,22,363.0,4985.0,3587.0,6200.0,66.0,211.0,1.0,1519344.0,77.0,69.0,193.0,14.0,6.0,1379.1584958806193,115.6783384455554,10.922357412919855,0.4458972977133016,-0.7804977967286225,-1.5712985988970565,2374.0,571.0,3.1576182136602453,0.5809429216009349,0.2025890340552634,1.8675931266963932,2900.001515222988,642.6814241619209,3.512346873888088,0.0,0.0,0.0,9372.0,3166.0,1.9602021478205938,0.3094325133613943,0.2029947644225903,0.5243374095955703,2900.001515222988,642.6814241619209,3.512346873888088,0.0,0.0,0.0,9372.0,3166.0,1.9602021478205938,0.3094325133613943,0.2029947644225903,0.5243374095955703,2900.001515222988,642.6814241619209,3.512346873888088,9372.0,3166.0,1.9602021478205938,10001.0,5228.0,0.9129686304514154,10001.0,5228.0,0.9129686304514154,3399,1609,1.1124922311995027,0.3094325133613943,0.2029947644225903,0.5243374095955703,1,1,0.0,3094.6345661273044,1061.256628401302,1.9160096467798966,0.51,0.213,1.3943661971830987,0.5202570688992199,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,115.6783384455554,-0.7804977967286225,571.0,0.2025890340552634,642.6814241619209,0.0,3166.0,0.2029947644225903,642.6814241619209,0.0,3166.0,0.2029947644225903,642.6814241619209,3166.0,5228.0,5228.0,1609,0.2029947644225903,1,1061.256628401302,0.213
ledger-market-pass-genesis-edition_2022-08-11,5,3,1,8,0,5,0,9023,1,0,4,0,0,6,102,23,260,0,6,0,88832,2,2,2,0,0,4.0,2.0,0.0,7.0,0.0,4.0,0.0,9022.0,0.0,-1.0,3.0,0.0,0.0,30.637950000000004,49.86347001999999,-0.38556321917204567,-0.4106582812665899,0.577982880158799,-1.710502499924847,61.0,89.0,-0.3146067415730337,0.5022614754098361,0.5602637080898875,-0.10352666403790264,457.8523930089901,547.8862509089897,-0.16432947121893612,-0.1714700087254393,-0.1593582516165673,0.07600332575193003,731.0,876.0,-0.16552511415525115,0.6263370629397949,0.6254409256951937,0.0014328087718357358,3699.6087843803184,3654.456452380318,0.01235541662306326,0.0,0.0,0.0,7161.0,7071.0,0.012728044123886296,0.5166329820388659,0.5168231441635296,-0.00036794428966893894,3699.6087843803184,3654.456452380318,0.01235541662306326,7161.0,7071.0,0.012728044123886296,10000.0,10000.0,0.0,10000.0,10000.0,0.0,7816,7803,0.0016660258874791746,0.5166329820388659,0.5168231441635296,-0.00036794428966893894,1,1,0.0,6263.370629397949,6254.409256951937,0.0014328087718358889,0.503,0.525,-0.04190476190476194,0.4837941176470588,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,49.86347001999999,0.577982880158799,89.0,0.5602637080898875,547.8862509089897,-0.1593582516165673,876.0,0.6254409256951937,3654.456452380318,0.0,7071.0,0.5168231441635296,3654.456452380318,7071.0,10000.0,10000.0,7803,0.5168231441635296,1,6254.409256951937,0.525
decentraland_2022-08-11,2577,5892,2710,23335,371,1575,21,12003084,487,610,1308,131,41,2494,6202,2345,17603,376,1384,14,8176685,468,493,1379,124,30,2576.0,5891.0,2709.0,23334.0,370.0,1574.0,20.0,12003083.0,486.0,609.0,1307.0,130.0,40.0,16.64763423,39.57737199999999,-0.5793648393329399,-0.5322044776793127,-0.7101066244460833,-0.25052878066803375,5.0,12.0,-0.5833333333333334,3.3295268460000003,3.2981143333333325,0.009524385600944233,311.01486313,326.0389129400001,-0.04608054196513945,0.8365839597884771,1.0095940069753295,-0.17136596096204848,64.0,72.0,-0.1111111111111111,4.85960723640625,4.528318235277779,0.07315939028921814,1176.6087047198992,1227.4638476733992,-0.04143107192109454,-0.1276050768849108,-0.1205746605349768,0.05830757738600129,258.0,264.0,-0.022727272727272728,4.560498855503485,4.649484271490149,-0.01913877126809685,179401.36666153738,184794.2277692503,-0.029183060384585787,20674.0,20667.0,0.00033870421444815406,97701.0,97698.0,3.0706872197997915e-05,97701.0,97698.0,3.0706872197997915e-05,7494,7491,0.00040048057669203043,8.677632130286224,8.94151196444817,-0.02951176883855251,1,1,0.0,474788.486604127,442407.6349501685,0.07319234365746373,1.7578125,1.79333946,-0.019810504810952024,3.90539676125,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,39.57737199999999,-0.7101066244460833,12.0,3.2981143333333325,326.0389129400001,1.0095940069753295,72.0,4.528318235277779,1227.4638476733992,-0.1205746605349768,264.0,4.649484271490149,184794.2277692503,20667.0,97698.0,97698.0,7491,8.94151196444817,1,442407.6349501685,1.79333946
meebits_2022-08-11,212,228,211,1029,29,151,0,778857,51,14,140,6,1,3002,177,286,973,27,1932,1,639655,944,860,1185,9,4,211.0,227.0,210.0,1028.0,28.0,150.0,-1.0,778856.0,50.0,13.0,139.0,5.0,0.0,82.88984499899999,28.2542,1.9337176419434983,0.9392068397349818,-0.5479494354607751,-2.7140392506202606,19.0,6.0,2.1666666666666665,4.362623421,4.709033333333333,-0.07356284991257926,358.0964611265662,344.9086161275661,0.03823576559804617,-0.67943593129856,-0.696362451785375,-0.024307055102436782,67.0,61.0,0.09836065573770492,5.3447233003965104,5.654239608648625,-0.05474057161968944,2343.633995838708,2720.6414297454057,-0.13857299597984055,-0.3118360246550394,-0.0988689761095233,2.1540331145899527,387.0,436.0,-0.11238532110091744,6.055901798032837,6.240003279232582,-0.02950342699537595,126463.57930833744,126391.28153759152,0.0005720154892520682,22823.0,22801.0,0.0009648699618437788,20000.0,20000.0,0.0,20000.0,20000.0,0.0,6549,6543,0.0009170105456212746,5.541058550950244,5.543234136116465,-0.00039247578449659744,1,1,0.0,106894.4660079302,113084.79217297248,-0.054740571619689295,4.45,4.6976,-0.052707765667574985,4.3636,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,28.2542,-0.5479494354607751,6.0,4.709033333333333,344.9086161275661,-0.696362451785375,61.0,5.654239608648625,2720.6414297454057,-0.0988689761095233,436.0,6.240003279232582,126391.28153759152,22801.0,20000.0,20000.0,6543,5.543234136116465,1,113084.79217297248,4.6976
