,t_tweets_today,t_retweets_today,t_replies_today,t_likes_today,t_quotes_today,t_unique_tweeters_today,t_unique_verified_tweeters_today,t_followers_today,t_sent_str_pos_today,t_sent_weak_pos_today,t_sent_neutral_today,t_sent_weak_neg_today,t_sent_str_neg_today,t_tweets_ytd,t_retweets_ytd,t_replies_ytd,t_likes_ytd,t_quotes_ytd,t_unique_tweeters_ytd,t_unique_verified_tweeters_ytd,t_followers_ytd,t_sent_str_pos_ytd,t_sent_weak_pos_ytd,t_sent_neutral_ytd,t_sent_weak_neg_ytd,t_sent_str_neg_ytd,t_tweets_%_change_day,t_retweets_%_change_day,t_replies_%_change_day,t_likes_%_change_day,t_quotes_%_change_day,t_unique_tweeters_%_change_day,t_unique_verified_tweeters_%_change_day,t_followers_%_change_day,t_sent_str_pos_%_change_day,t_sent_weak_pos_%_change_day,t_sent_neutral_%_change_day,t_sent_weak_neg_%_change_day,t_sent_str_neg_%_change_day,one_day_volume_today,one_day_volume_ytd,one_day_volume_%_change_day,one_day_change_today,one_day_change_ytd,one_day_change_%_change_day,one_day_sales_today,one_day_sales_ytd,one_day_sales_%_change_day,one_day_average_price_today,one_day_average_price_ytd,one_day_average_price_%_change_day,seven_day_volume_today,seven_day_volume_ytd,seven_day_volume_%_change_day,seven_day_change_today,seven_day_change_ytd,seven_day_change_%_change_day,seven_day_sales_today,seven_day_sales_ytd,seven_day_sales_%_change_day,seven_day_average_price_today,seven_day_average_price_ytd,seven_day_average_price_%_change_day,thirty_day_volume_today,thirty_day_volume_ytd,thirty_day_volume_%_change_day,thirty_day_change_today,thirty_day_change_ytd,thirty_day_change_%_change_day,thirty_day_sales_today,thirty_day_sales_ytd,thirty_day_sales_%_change_day,thirty_day_average_price_today,thirty_day_average_price_ytd,thirty_day_average_price_%_change_day,total_volume_today,total_volume_ytd,total_volume_%_change_day,total_sales_today,total_sales_ytd,total_sales_%_change_day,total_supply_today,total_supply_ytd,total_supply_%_change_day,count_today,count_ytd,count_%_change_day,num_owners_today,num_owners_ytd,num_owners_%_change_day,average_price_today,average_price_ytd,average_price_%_change_day,num_reports_today,num_reports_ytd,num_reports_%_change_day,market_cap_today,market_cap_ytd,market_cap_%_change_day,floor_price_today,floor_price_ytd,floor_price_%_change_day,next_day_average_price,g_nft_today,g_nft_ytd,g_nft_%_change_day,g_ethereum_today,g_ethereum_ytd,g_ethereum_%_change_day,g_recession_today,g_recession_ytd,g_recession_%_change_day,g_bitcoin_today,g_bitcoin_ytd,g_bitcoin_%_change_day,g_gold_today,g_gold_ytd,g_gold_%_change_day,g_fixed deposit_today,g_fixed deposit_ytd,g_fixed deposit_%_change_day,g_opensea_today,g_opensea_ytd,g_opensea_%_change_day,one_day_volume,one_day_change,one_day_sales,one_day_average_price,seven_day_volume,seven_day_change,seven_day_sales,seven_day_average_price,thirty_day_volume,thirty_day_change,thirty_day_sales,thirty_day_average_price,total_volume,total_sales,total_supply,count,num_owners,average_price,num_reports,market_cap,floor_price
rags-to-richie-by-alec-monopoly_2022-08-11,2,0,1,2,0,2,0,7055,0,0,1,1,0,2,0,0,4,0,2,0,47,1,0,1,0,0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,7054.0,-1.0,0.0,0.0,1.0,0.0,34.604409999999994,26.483101,0.3066600470994689,0.5634475498567771,0.1365625582908682,3.125929954070393,57.0,37.0,0.5405405405405406,0.6070949122807017,0.7157594864864866,-0.1518171624091167,270.8574887899987,270.90677878999884,-0.0001819445058566218,-0.510558658615006,-0.5423677401155201,-0.05864854995567952,307.0,304.0,0.009868421052631578,0.8822719504560218,0.8911407197039436,-0.009952153517200057,1382.8035242853332,1338.979814285333,0.03272917898571203,0.0,0.0,0.0,1674.0,1611.0,0.03910614525139665,0.8260475055467941,0.8311482397798468,-0.006136972911599691,1382.8035242853332,1338.979814285333,0.03272917898571203,1674.0,1611.0,0.03910614525139665,3333.0,3333.0,0.0,3333.0,3333.0,0.0,1651,1650,0.0006060606060606061,0.8260475055467941,0.8311482397798468,-0.006136972911599691,8,1,7.0,2940.6124108699205,2970.172018773244,-0.009952153517200102,0.239,0.3743,-0.36147475287202785,0.3630107142857143,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,26.483101,0.1365625582908682,37.0,0.7157594864864866,270.90677878999884,-0.5423677401155201,304.0,0.8911407197039436,1338.979814285333,0.0,1611.0,0.8311482397798468,1338.979814285333,1611.0,3333.0,3333.0,1650,0.8311482397798468,1,2970.172018773244,0.3743
degods_2022-08-11,525,584,821,3887,29,403,0,2593417,132,116,178,53,46,619,1508,1271,5618,88,489,2,4561907,172,119,235,57,36,524.0,583.0,820.0,3886.0,28.0,402.0,-1.0,2593416.0,131.0,115.0,177.0,52.0,45.0,27.37535875,25.0616724,0.09231971087452254,2.6769230769230767,-0.1835205992509364,-15.586499215070639,4.0,3.0,0.3333333333333333,6.8438396875,8.3538908,-0.18076021684410815,292.91251294725,324.96557804388004,-0.09863526250864005,-0.4262840407827572,-0.3950050018042453,0.07918643773025699,39.0,42.0,-0.07142857142857142,7.510577255057692,7.73727566771143,-0.029299513470843114,1344.1247815843972,1366.947930278592,-0.016696428729032313,-0.2263050581031952,-0.2517156398146646,-0.10094955454567274,196.0,198.0,-0.010101010101010102,6.857779497879577,6.903777425649454,-0.006662718818104081,16991.99604672652,17026.908040614446,-0.0020504012710147223,6598.0,6594.0,0.0006066120715802245,10000.0,10000.0,0.0,10000.0,10000.0,0.0,4219,4220,-0.00023696682464454977,2.575325257157702,2.582181989780777,-0.002655402543357214,1,1,0.0,75105.77255057692,77372.7566771143,-0.029299513470843197,,,,7.068615125000001,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,25.0616724,-0.1835205992509364,3.0,8.3538908,324.96557804388004,-0.3950050018042453,42.0,7.73727566771143,1366.947930278592,-0.2517156398146646,198.0,6.903777425649454,17026.908040614446,6594.0,10000.0,10000.0,4220,2.582181989780777,1,77372.7566771143,
sandbox_2022-08-11,7,0,10,16,4,6,0,9066,0,2,2,3,0,15,894,276,926,5,15,0,110037,2,1,12,0,0,6.0,-1.0,9.0,15.0,3.0,5.0,0.0,9065.0,-1.0,1.0,1.0,1.0,0.0,36.793,34.52599998,0.06566066214774983,-0.1760609114320906,-0.1988619612263132,-0.11465767336104088,13.0,22.0,-0.4090909090909091,2.830230769230769,1.5693636354545455,0.8034257359423459,280.9239139509258,259.7959137619258,0.08132537530348322,-0.1250139974005616,-0.2762294603504253,-0.5474269933338444,146.0,154.0,-0.05194805194805195,1.9241363969241487,1.6869864529995182,0.1405760807995642,1718.9254078219278,1716.8267868419284,0.0012223836417765655,-0.4187743591606674,-0.4266406949788928,-0.018437846906785463,722.0,733.0,-0.015006821282401092,2.38078311332677,2.34219206936143,0.016476464278978198,160136.02866495267,161026.412334188,-0.0055294262371533695,90440.0,90423.0,0.00018800526414739614,164825.0,164413.0,0.002505884571171379,164825.0,164413.0,0.002505884571171379,21725,21717,0.0003683750057558595,1.7706327804616615,1.7808125403292083,-0.00571635679613136,1,1,0.0,317145.7816230229,277362.5036970098,0.14343423280268724,1.5,1.597,-0.06073888541014401,4.344627826086956,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,34.52599998,-0.1988619612263132,22.0,1.5693636354545455,259.7959137619258,-0.2762294603504253,154.0,1.6869864529995182,1716.8267868419284,-0.4266406949788928,733.0,2.34219206936143,161026.412334188,90423.0,164413.0,164413.0,21717,1.7808125403292083,1,277362.5036970098,1.597
my-beautiful-dark-twisted-fantasy-by-beeble_2022-08-11,44,11,22,90,5,44,0,80604,38,4,1,0,1,53,2873,567,21512,160,39,1,762509,39,4,8,2,0,43.0,10.0,21.0,89.0,4.0,43.0,-1.0,80603.0,37.0,3.0,0.0,-1.0,1.0,1.6780981899999998,4.830879000000001,-0.6526308793906865,-0.6825018243724811,-0.667233185532697,0.022883512347477375,30.0,73.0,-0.589041095890411,0.0559366063333333,0.0661764246575342,-0.1547351398506704,293.1755662586585,290.74446806865853,0.008361631800422927,0.0,0.0,0.0,1926.0,1884.0,0.022292993630573247,0.1522199201758351,0.1543229660661669,-0.013627562662514615,293.1755662586585,290.74446806865853,0.008361631800422927,0.0,0.0,0.0,1926.0,1884.0,0.022292993630573247,0.1522199201758351,0.1543229660661669,-0.013627562662514615,293.1755662586585,290.74446806865853,0.008361631800422927,1926.0,1884.0,0.022292993630573247,1000.0,1000.0,0.0,1000.0,1000.0,0.0,572,587,-0.02555366269165247,0.1522199201758351,0.1543229660661669,-0.013627562662514615,1,1,0.0,152.21992017583514,154.32296606616694,-0.013627562662514567,0.04,0.06,-0.3333333333333333,0.0428754783702015,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,4.830879000000001,-0.667233185532697,73.0,0.0661764246575342,290.74446806865853,0.0,1884.0,0.1543229660661669,290.74446806865853,0.0,1884.0,0.1543229660661669,290.74446806865853,1884.0,1000.0,1000.0,587,0.1543229660661669,1,154.32296606616694,0.06
doodles-official_2022-08-11,39,2,9,28,12,5,0,1728,0,26,13,0,0,44,1,7,11,6,6,0,33134,0,26,18,0,0,38.0,1.0,8.0,27.0,11.0,4.0,0.0,1727.0,0.0,25.0,12.0,0.0,0.0,109.6504,112.19000000000004,-0.022636598627328947,-0.1849977701798723,3.1567247128566143,-1.0586043405769336,12.0,13.0,-0.07692307692307693,9.137533333333332,8.630000000000003,0.05881035148706017,584.91544999,509.44504999,0.14814237571153438,0.6278757380839665,-0.0121322086326463,-52.75279762288534,62.0,53.0,0.16981132075471697,9.434120161129032,9.612170754528302,-0.018523453020785154,2823.5799472400013,2855.31954724,-0.011115953739986318,-0.7138965452296104,-0.7095086968052368,0.006184347625520591,245.0,241.0,0.016597510373443983,11.52481611118368,11.84779895120332,-0.027260999393210972,145029.23475918497,144888.3343591851,0.000972475807821552,23418.0,23403.0,0.0006409434687860531,10000.0,10000.0,0.0,10000.0,10000.0,0.0,5249,5238,0.0021000381825124095,6.1930666478428975,6.191015440720639,0.0003313199816571513,1,1,0.0,94341.20161129032,96121.70754528302,-0.018523453020785112,8.6969,8.83,-0.015073612684031784,8.35115,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,112.19000000000004,3.1567247128566143,13.0,8.630000000000003,509.44504999,-0.0121322086326463,53.0,9.612170754528302,2855.31954724,-0.7095086968052368,241.0,11.84779895120332,144888.3343591851,23403.0,10000.0,10000.0,5238,6.191015440720639,1,96121.70754528302,8.83
ladyapeclub5668_2022-08-11,6,1,0,10,1,3,0,2016,1,0,4,1,0,7,0,1,4,0,3,0,27572,0,0,6,1,0,5.0,1.0,-1.0,9.0,1.0,2.0,0.0,2015.0,1.0,0.0,3.0,0.0,0.0,243.7730499900001,201.5492,0.2094964901373961,0.1171017490211677,0.118288232653702,-0.010030445175453994,51.0,43.0,0.18604651162790697,4.779863725294119,4.687190697674418,0.019771550508000692,1438.5131499899994,1354.4644000000003,0.06205312593671646,-0.0370285415905474,-0.1229868879694269,-0.698922851029841,345.0,337.0,0.02373887240356083,4.169603333304346,4.019182195845699,0.037425807074415736,4513.793967082836,4204.900917092838,0.07346024462416079,0.0,0.0,0.0,1786.0,1725.0,0.03536231884057971,2.527320250326336,2.43762372005382,0.036796708833525676,4513.793967082836,4204.900917092838,0.07346024462416079,1786.0,1725.0,0.03536231884057971,700.0,700.0,0.0,700.0,700.0,0.0,443,426,0.03990610328638498,2.527320250326336,2.43762372005382,0.036796708833525676,1,1,0.0,2918.7223333130423,2813.4275370919886,0.03742580707441586,0.575,0.74999,-0.2333231109748131,2.926219257407409,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,201.5492,0.118288232653702,43.0,4.687190697674418,1354.4644000000003,-0.1229868879694269,337.0,4.019182195845699,4204.900917092838,0.0,1725.0,2.43762372005382,4204.900917092838,1725.0,700.0,700.0,426,2.43762372005382,1,2813.4275370919886,0.74999
nftiff_2022-08-11,6769,4779,2579,10599,547,4450,15,6075566,1349,845,4275,226,74,5035,10175,11567,15401,2221,4320,18,7923217,934,678,3212,161,50,6768.0,4778.0,2578.0,10598.0,546.0,4449.0,14.0,6075565.0,1348.0,844.0,4274.0,225.0,73.0,23.95,87.70301500000001,-0.7269193083042812,-0.7857062488997313,2.2725005597014927,-1.3457452388935556,1.0,4.0,-0.75,23.95,21.92575375,0.09232276678287518,1529.2314249999006,1568.5766449999005,-0.025083390171222665,16.781760755812797,0.0,1.0,57.0,57.0,0.0,26.828621491226325,27.518888508770186,-0.025083390171222728,1615.2314249999004,1568.5766449999005,0.029743385602941198,0.0,0.0,0.0,59.0,57.0,0.03508771929824561,27.376803813557636,27.518888508770186,-0.005163169841226234,1615.2314249999004,1568.5766449999005,0.029743385602941198,59.0,57.0,0.03508771929824561,250.0,250.0,0.0,250.0,250.0,0.0,188,186,0.010752688172043012,27.376803813557636,27.518888508770186,-0.005163169841226234,1,1,0.0,6707.155372806582,6879.7221271925455,-0.02508339017122252,23.94,25.94,-0.07710100231303006,21.61363636363636,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,87.70301500000001,2.2725005597014927,4.0,21.92575375,1568.5766449999005,0.0,57.0,27.518888508770186,1568.5766449999005,0.0,57.0,27.518888508770186,1568.5766449999005,57.0,250.0,250.0,186,27.518888508770186,1,6879.7221271925455,25.94
lifesajokenft_2022-08-11,14,3,4,16,3,9,0,67751,2,11,0,1,0,19,3,3,24,1,10,0,316381,0,17,1,1,0,13.0,2.0,3.0,15.0,2.0,8.0,0.0,67750.0,1.0,10.0,-1.0,0.0,0.0,12.30687999989,31.22781596600001,-0.6059000727655948,-0.583462003862354,-0.0934505583574917,5.243536840415029,280.0,635.0,-0.5590551181102362,0.04395314285675,0.0491776629385826,-0.1062376650219723,302.0462638599286,286.12737386003835,0.0556356764651156,0.0,0.0,0.0,9423.0,9077.0,0.0381183210311777,0.0320541508924895,0.0315222401520368,0.016874141491442618,302.0462638599286,286.12737386003835,0.0556356764651156,0.0,0.0,0.0,9423.0,9077.0,0.0381183210311777,0.0320541508924895,0.0315222401520368,0.016874141491442618,302.0462638599286,286.12737386003835,0.0556356764651156,9423.0,9077.0,0.0381183210311777,5555.0,5555.0,0.0,5555.0,5555.0,0.0,2391,2448,-0.023284313725490197,0.0320541508924895,0.0315222401520368,0.016874141491442618,2,2,0.0,178.06080820777922,175.1060440445646,0.0168741414914417,0.033,0.0455,-0.2747252747252747,0.0410286663375795,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,31.22781596600001,-0.0934505583574917,635.0,0.0491776629385826,286.12737386003835,0.0,9077.0,0.0315222401520368,286.12737386003835,0.0,9077.0,0.0315222401520368,286.12737386003835,9077.0,5555.0,5555.0,2448,0.0315222401520368,2,175.1060440445646,0.0455
chromie-squiggle-by-snowfro_2022-08-11,35,10,22,272,15,14,0,51330,1,8,23,3,0,15,1,2,48,8,8,0,41088,2,0,11,2,0,34.0,9.0,21.0,271.0,14.0,13.0,0.0,51329.0,0.0,1.0,22.0,2.0,0.0,56.875,36.0,0.5798611111111112,0.2313366613456793,-0.5571955719557196,-1.4151803657263515,5.0,3.0,0.6666666666666666,11.375,12.0,-0.052083333333333336,296.96464235,291.95000000000005,0.01717637386538782,1.0823548245316024,1.308817531924276,-0.17302847942426255,24.0,25.0,-0.04,12.373526764583334,11.678000000000004,0.05955872277644536,902.7656523499998,937.13101,-0.03667081473485782,-0.7482134755777221,-0.7323531010221895,0.021656731614019646,78.0,80.0,-0.025,11.573918619871792,11.714137625,-0.011970066394725944,50757.87780906552,50691.13598263272,0.0013166370241863813,7489.0,7483.0,0.0008018174528932247,9675.0,9675.0,0.0,9675.0,9675.0,0.0,2717,2717,0.0,6.777657605697091,6.774172922976442,0.0005144071106939008,1,1,0.0,119713.87144734376,112984.65000000002,0.05955872277644559,10.369,10.39,-0.0020211742059673527,10.9375,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,36.0,-0.5571955719557196,3.0,12.0,291.95000000000005,1.308817531924276,25.0,11.678000000000004,937.13101,-0.7323531010221895,80.0,11.714137625,50691.13598263272,7483.0,9675.0,9675.0,2717,6.774172922976442,1,112984.65000000002,10.39
care-bears-forever-eth_2022-08-11,4,1,0,0,1,4,0,17759,1,3,0,0,0,6,0,0,1,0,6,0,17057,0,5,1,0,0,3.0,1.0,0.0,-1.0,1.0,3.0,0.0,17758.0,1.0,2.0,-1.0,0.0,0.0,3.475202,13.706260999999978,-0.746451493955937,-0.3342896018631911,-0.5026862089195593,-0.33499348911582194,83.0,213.0,-0.6103286384976526,0.0418699036144578,0.0643486431924881,-0.34932732786282616,210.07739817289837,306.05672914165007,-0.31359980627751616,1.100934640857508,0.0,1.0,2603.0,2814.0,-0.0749822316986496,0.0807058771313478,0.108762163874076,-0.257959990343807,310.06975114165084,306.05672914165007,0.013112020151478046,0.0,0.0,0.0,2910.0,2814.0,0.03411513859275053,0.1065531790864779,0.108762163874076,-0.02031023205970452,310.06975114165084,306.05672914165007,0.013112020151478046,2910.0,2814.0,0.03411513859275053,1993.0,2023.0,-0.014829461196243203,1993.0,2023.0,-0.014829461196243203,1191,1220,-0.023770491803278688,0.1065531790864779,0.108762163874076,-0.02031023205970452,1,1,0.0,160.84681312277618,220.0258575172559,-0.2689640438730639,0.036,0.043,-0.1627906976744186,0.0414038301886792,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,13.706260999999978,-0.5026862089195593,213.0,0.0643486431924881,306.05672914165007,0.0,2814.0,0.108762163874076,306.05672914165007,0.0,2814.0,0.108762163874076,306.05672914165007,2814.0,2023.0,2023.0,1220,0.108762163874076,1,220.0258575172559,0.043
grails-ii-mint-pass_2022-08-11,5,0,7,22,2,3,0,14033,1,0,4,0,0,7,1,0,8,3,3,0,15342,0,1,6,0,0,4.0,-1.0,1.0,21.0,1.0,2.0,0.0,14032.0,1.0,-1.0,3.0,0.0,0.0,27.41,46.93999999999999,-0.41606305922454184,-0.456042865647946,-0.8329132129952675,-0.4524725283106571,8.0,14.0,-0.42857142857142855,3.42625,3.3528571428571423,0.021889646357051727,358.73184889999993,327.8718489,0.09412213980411649,0.0,0.0,0.0,94.0,85.0,0.10588235294117647,3.816296264893616,3.8573158694117646,-0.010634235283511853,358.73184889999993,327.8718489,0.09412213980411649,0.0,0.0,0.0,94.0,85.0,0.10588235294117647,3.816296264893616,3.8573158694117646,-0.010634235283511853,358.73184889999993,327.8718489,0.09412213980411649,94.0,85.0,0.10588235294117647,1174.0,1174.0,0.0,1174.0,1174.0,0.0,1024,1026,-0.001949317738791423,3.816296264893616,3.8573158694117646,-0.010634235283511853,1,1,0.0,4480.331814985106,4528.488830689412,-0.010634235283511727,3.3,3.9,-0.15384615384615388,3.171,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,46.93999999999999,-0.8329132129952675,14.0,3.3528571428571423,327.8718489,0.0,85.0,3.8573158694117646,327.8718489,0.0,85.0,3.8573158694117646,327.8718489,85.0,1174.0,1174.0,1026,3.8573158694117646,1,4528.488830689412,3.9
mirandus_2022-08-11,64,2,2,3,0,12,0,17414,4,0,58,1,1,63,0,1,6,0,8,0,27984,3,1,59,0,0,63.0,1.0,1.0,2.0,0.0,11.0,0.0,17413.0,3.0,-1.0,57.0,1.0,1.0,35.110059178999094,11.9953607657,1.9269698398229225,-0.6721685166667465,-0.8849245897330054,-0.24042282871860357,65.0,40.0,0.625,0.540154756599986,0.2998840191425,0.801212209121798,378.0129421158991,257.16969130065786,0.46989693927019965,1.2074650190690823,0.2213777913179493,4.454318664399743,341.0,369.0,-0.07588075880758807,1.1085423522460385,0.6969368327931107,0.5905922891222984,964.54923702368,913.4544619033912,0.05593576609590491,0.6949111398055241,0.7799573511966653,-0.10903956640790338,1814.0,1796.0,0.01002227171492205,0.5317250479733627,0.5086049342446498,0.04545790292626547,15093.711330290598,15120.121503956598,-0.0017466905711762029,28201.0,28121.0,0.0028448490451975393,185.0,185.0,0.0,185.0,185.0,0.0,17180,17164,0.0009321836401771149,0.5352190110382823,0.5376807902975214,-0.004578514433957862,1,1,0.0,205.08033516551708,128.93331406672547,0.5905922891222982,0.00822616,0.00872994,-0.05770715491744508,0.203676206555556,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,11.9953607657,-0.8849245897330054,40.0,0.2998840191425,257.16969130065786,0.2213777913179493,369.0,0.6969368327931107,913.4544619033912,0.7799573511966653,1796.0,0.5086049342446498,15120.121503956598,28121.0,185.0,185.0,17164,0.5376807902975214,1,128.93331406672547,0.00872994
art-blocks_2022-08-11,50,46,35,363,9,34,0,187238,0,12,10,27,1,60,38,27,330,5,45,0,302376,8,9,12,20,11,49.0,45.0,34.0,362.0,8.0,33.0,0.0,187237.0,-1.0,11.0,9.0,26.0,0.0,140.96104900000006,121.881,0.15654654129848014,-0.2829069914379176,-0.1909276839466049,0.48174945398193675,139.0,34.0,3.088235294117647,1.0141082661870509,3.5847352941176465,-0.717103723711163,832.2511444499993,695.9902498989998,0.19577988997801815,-0.0350835100625193,-0.541480866380061,-0.9352082183493174,581.0,214.0,1.7149532710280373,1.4324460317555925,3.2522908873785035,-0.559557837426341,8331.848557186984,8462.830112736974,-0.015477275781875412,-0.3065981073201854,-0.2848998318784821,0.07616106790458974,2233.0,1896.0,0.17774261603375527,3.73123535924182,4.463517991949881,-0.16405952301049517,304818.57029874285,304577.5394358311,0.0007913612519105657,70040.0,69627.0,0.005931606991540638,59251.0,58551.0,0.011955389318713601,59251.0,58551.0,0.011955389318713601,12235,12034,0.0167026757520359,4.352064110490332,4.374417100202954,-0.005109935609840384,0,0,0.0,84873.85982755062,190424.8837468988,-0.5542921799003968,,,,1.6638757407407407,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,121.881,-0.1909276839466049,34.0,3.5847352941176465,695.9902498989998,-0.541480866380061,214.0,3.2522908873785035,8462.830112736974,-0.2848998318784821,1896.0,4.463517991949881,304577.5394358311,69627.0,58551.0,58551.0,12034,4.374417100202954,0,190424.8837468988,
crudeborne-eggs_2022-08-11,105,38,38,169,18,36,1,522226,7,23,67,7,1,84,55,47,244,19,39,0,422167,6,23,41,12,2,104.0,37.0,37.0,168.0,17.0,35.0,1.0,522225.0,6.0,22.0,66.0,6.0,0.0,70.09087302485982,147.66597599117327,-0.5253417549006042,-0.4982615359285655,0.6025375780938987,-1.8269385247386463,772.0,1377.0,-0.439360929557008,0.0907912863016318,0.1072374553312805,-0.1533621716297053,542.83613096101,454.5642368249471,0.19419014296555062,0.0,0.0,0.0,11788.0,10841.0,0.08735356516926483,0.046049892344843,0.0419301020962039,0.09825376144295345,542.83613096101,454.5642368249471,0.19419014296555062,0.0,0.0,0.0,11788.0,10841.0,0.08735356516926483,0.046049892344843,0.0419301020962039,0.09825376144295345,542.83613096101,454.5642368249471,0.19419014296555062,11788.0,10842.0,0.08725327430363401,10000.0,10000.0,0.0,10000.0,10000.0,0.0,2404,2467,-0.02553708958248885,0.046049892344843,0.0419262347191428,0.09835506702006348,5,5,0.0,460.4989234484306,419.3010209620396,0.0982537614429533,0.085,0.11,-0.2272727272727272,0.0878012680978899,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,147.66597599117327,0.6025375780938987,1377.0,0.1072374553312805,454.5642368249471,0.0,10841.0,0.0419301020962039,454.5642368249471,0.0,10841.0,0.0419301020962039,454.5642368249471,10842.0,10000.0,10000.0,2467,0.0419262347191428,5,419.3010209620396,0.11
thepotatoz_2022-08-11,45,2,5,26,1,18,0,271252,7,2,33,3,0,91,8,9,59,2,16,1,429828,4,6,79,1,1,44.0,1.0,4.0,25.0,0.0,17.0,-1.0,271251.0,6.0,1.0,32.0,2.0,-1.0,210.6043000000001,162.919401,0.29269011982188736,0.2966017457801172,0.1317565662146119,1.2511344542555622,154.0,123.0,0.25203252032520324,1.3675603896103905,1.324547975609756,0.03247327752007904,1364.506779998999,1530.4653789989975,-0.10843668943922394,-0.4603044832993291,-0.384768625324554,0.19631501375939955,874.0,965.0,-0.09430051813471503,1.5612205720812349,1.585974486009324,-0.015608015227518283,10278.574429674603,10036.382829674603,0.0241313632720258,0.0,0.0,0.0,11195.0,11018.0,0.016064621528408058,0.9181397436064856,0.9109078625589584,0.00793920147665777,10278.574429674603,10036.382829674603,0.0241313632720258,11195.0,11018.0,0.016064621528408058,9999.0,9999.0,0.0,9999.0,9999.0,0.0,4917,4923,-0.001218769043266301,0.9181397436064856,0.9109078625589584,0.00793920147665777,3,4,-0.25,15610.644500240263,15858.158885607229,-0.015608015227518483,1.375,1.299,0.058506543494996205,1.2631862500000004,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,162.919401,0.1317565662146119,123.0,1.324547975609756,1530.4653789989975,-0.384768625324554,965.0,1.585974486009324,10036.382829674603,0.0,11018.0,0.9109078625589584,10036.382829674603,11018.0,9999.0,9999.0,4923,0.9109078625589584,4,15858.158885607229,1.299
